0.0,0.0,0.0,0.0,0.0,0.036,0.24,0.729,0.038,0.0,0.0,1.664,3.09,0.141,0.093,0.0,0.0,0.061,0.829,1.498,0.0,0.0,0.0,4.989,2.234,0.0
1.664,3.09,0.141,0.093,0.046,0.0,0.061,0.829,1.498,0.0,0.0,0.0,4.989,2.234,0.046,0.0,0.0,0.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042,0.0,0.0,0.049,0.713,0.0,0.0,0.0,0.0,0.0,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.055,0.668,0.167,0.727,0.767,0.0,3.248,0.135,4.905,1.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042,0.0
0.0,0.0,0.066,0.036,0.0,0.0,0.122,0.0,0.054,0.0,0.0,0.06,7.146,0.64,0.0,0.0,0.09,1.684,0.502,0.0,0.0,0.0,0.0,0.071,0.0,0.0
0.0,0.0,0.0,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119,1.976,0.0,0.0,0.0,0.0,0.066,0.036,0.0,0.0,0.122,0.0,0.054,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.087,1.431,0.452,0.0,0.0,0.114,11.354,0.752,0.042,0.0,0.0,0.393,1.153,0.0,0.0,0.0,0.0,0.057,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.087,1.431,0.452,0.0,0.0,0.114,11.354,0.752,0.042,0.0,0.0,0.393,1.153,0.0,0.0,0.0,0.0,0.057,0.0,1.0
0.0,0.0,0.3,2.349,0.0,0.0,0.091,0.91,0.806,0.049,0.0,0.143,9.821,0.714,0.047,0.0,0.0,0.188,0.072,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.3,2.349,0.0,0.0,0.091,0.91,0.806,0.049,0.0,0.143,9.821,0.714,0.047,0.0,0.0,0.188,0.072,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.045,0.055,6.941,1.966,0.117,0.045,0.0,0.328,0.119,0.0,0.0,0.162,4.026,0.192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.036,0.038,0.0,0.0,0.062,0.045,0.74,1.902,0.074,0.045,0.055,6.941,1.966,0.117,0.045,0.0,0.328,0.119,0.0,0.0,0.162,4.026,0.192,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.038,0.0,0.28,0.0,0.0,0.0,0.4,16.187,0.56,0.0,0.0,0.134,0.66,0.256,0.052,0.0,0.052,0.046,0.071,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.338,0.0,0.0,0.0,0.0,0.179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
